,Date,Tmax,Tmin,Tavg,Depart,DewPoint,Heat,Cool,Sunrise,Sunset,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Humidity,Daylength,CodeSum
394,2009-05-27,23.333333333333336,13.61111111111111,18.61111111111111,2.0,15.0,0.5,1.0,422.0,1915.5,0.0,0.0125,28.985,29.675,5.2,24.0,7.75,79.5,893.5,BR DZ HZ
395,2009-05-28,17.22222222222222,12.5,15.0,-5.0,10.555555555555555,6.0,0.0,421.0,1916.0,0.0,0.0,29.085,29.755000000000003,6.8,29.5,8.2,74.5,895.0,
396,2009-05-29,24.166666666666664,11.38888888888889,17.77777777777778,-2.0,9.444444444444445,1.5,0.5,420.5,1917.0,0.0,0.0025,29.200000000000003,29.875,2.35,31.5,6.85,58.0,896.5,
397,2009-05-30,26.11111111111111,10.833333333333332,18.61111111111111,1.0,7.777777777777778,0.0,0.5,420.0,1917.5,0.0,0.005,29.119999999999997,29.805,2.35,28.0,6.699999999999999,49.0,897.5,RA
398,2009-05-31,22.5,8.333333333333334,15.555555555555555,-5.0,5.555555555555555,5.0,0.0,419.5,1918.5,0.0,0.0,29.235,29.935000000000002,2.8,9.5,5.449999999999999,51.5,899.0,
399,2009-06-01,26.111111111111114,10.833333333333332,18.61111111111111,1.0,11.944444444444443,0.0,0.5,419.0,1919.5,0.0,0.635,29.22,29.884999999999998,1.1,34.0,10.55,65.0,900.5,RA TSRA
400,2009-06-02,15.833333333333332,9.444444444444445,12.777777777777779,-10.0,8.055555555555555,10.0,0.0,418.5,1920.0,0.0,0.09,29.39,30.08,7.8500000000000005,3.0,8.6,73.0,901.5,RA BR
401,2009-06-03,16.11111111111111,7.222222222222222,11.666666666666666,-12.0,4.166666666666667,12.0,0.0,418.0,1920.5,0.0,0.0,29.445,30.14,10.75,3.0,11.05,60.0,902.5,
402,2009-06-04,20.0,6.944444444444445,13.61111111111111,-9.0,3.0555555555555554,8.5,0.0,418.0,1921.5,0.0,0.0,29.335,30.05,4.95,4.5,6.15,49.0,903.5,
403,2009-06-05,26.38888888888889,7.5,17.22222222222222,-3.0,6.388888888888889,2.0,0.0,417.0,1922.5,0.0,0.0,29.205,29.91,6.05,25.5,6.95,49.0,905.5,
404,2009-06-06,18.055555555555557,11.666666666666668,15.0,-9.0,8.055555555555555,6.0,0.0,417.0,1923.0,0.0,0.0125,29.23,29.925,5.45,4.0,7.45,63.0,906.0,RA
405,2009-06-07,23.055555555555557,12.222222222222221,17.77777777777778,-3.0,11.944444444444443,1.0,0.0,417.0,1923.5,0.0,0.0225,29.175,29.865000000000002,2.1,9.5,7.300000000000001,69.0,906.5,RA BR
406,2009-06-08,27.22222222222222,11.944444444444445,19.72222222222222,0.0,15.833333333333332,0.0,2.5,416.5,1924.5,0.0,0.375,29.085,29.765,6.15,24.5,9.6,78.5,908.0,RA HZ TSRA BR
407,2009-06-09,19.444444444444443,13.055555555555557,16.38888888888889,-5.0,11.666666666666666,3.5,0.0,416.0,1924.5,0.0,0.005,29.259999999999998,29.94,5.2,7.0,7.1,73.5,908.5,DZ HZ BR
408,2009-06-10,19.444444444444443,12.5,16.11111111111111,-6.0,9.722222222222221,4.0,0.0,416.0,1925.5,0.0,0.025,29.18,29.884999999999998,8.25,4.5,8.95,66.0,909.5,RA
409,2009-06-11,16.666666666666668,11.666666666666666,14.444444444444445,-8.0,11.11111111111111,7.0,0.0,416.0,1925.5,0.0,0.575,29.14,29.825,9.5,2.0,9.65,80.5,909.5,BR RA HZ
410,2009-06-12,22.77777777777778,9.722222222222221,16.38888888888889,-6.0,9.444444444444445,3.5,0.0,416.0,1926.5,0.0,0.005,29.27,29.95,4.7,6.5,6.25,63.5,910.5,RA
411,2009-06-13,19.444444444444443,12.777777777777779,16.11111111111111,-7.0,10.833333333333332,4.0,0.0,416.0,1926.5,0.0,0.32,29.310000000000002,29.994999999999997,6.550000000000001,4.5,7.15,71.0,910.5,RA BR
412,2009-06-14,24.72222222222222,11.38888888888889,18.055555555555557,-4.0,9.444444444444445,0.5,0.0,416.0,1927.5,0.0,0.0,29.314999999999998,30.005000000000003,4.8,4.5,5.25,57.0,911.5,
413,2009-06-15,27.22222222222222,12.777777777777779,20.0,-1.0,9.444444444444445,0.0,3.0,416.0,1927.5,0.0,0.0,29.310000000000002,30.0,6.45,9.0,7.050000000000001,50.5,911.5,HZ
414,2009-06-16,21.666666666666668,16.38888888888889,19.166666666666664,-4.0,13.333333333333334,0.0,1.5,416.0,1928.5,0.0,1.15,29.18,29.880000000000003,10.75,10.5,11.25,69.0,912.5,RA BR
415,2009-06-17,22.22222222222222,16.666666666666664,19.444444444444443,-3.0,15.277777777777779,0.0,2.0,416.0,1928.5,0.0,0.0,29.185000000000002,29.875,2.8,35.0,6.45,77.0,912.5,HZ BR
416,2009-06-18,26.944444444444443,16.666666666666664,21.944444444444443,1.0,17.5,0.0,6.5,416.0,1928.5,0.0,0.11499999999999999,29.115,29.79,5.2,16.5,6.85,76.0,912.5,RA HZ TSRA BR
417,2009-06-19,30.555555555555557,18.61111111111111,24.72222222222222,6.0,19.72222222222222,0.0,11.5,416.0,1929.5,0.0,2.42,29.0,29.689999999999998,6.75,18.0,11.05,74.0,913.5,RA TS TSRA BR
418,2009-06-20,30.833333333333336,20.27777777777778,25.833333333333336,8.0,18.333333333333332,0.0,13.5,416.0,1929.5,0.0,0.0,29.104999999999997,29.75,8.3,28.5,8.6,63.0,913.5,
419,2009-06-21,29.444444444444443,21.38888888888889,25.555555555555557,7.0,17.5,0.0,13.0,416.0,1929.5,0.0,0.0075,29.145000000000003,29.810000000000002,3.05,8.0,3.7,61.0,913.5,RA
420,2009-06-22,31.666666666666668,20.555555555555557,26.38888888888889,9.0,19.444444444444443,0.0,14.5,417.0,1930.0,0.0,0.075,29.119999999999997,29.78,4.65,11.5,6.4,66.0,913.0,RA TSRA
421,2009-06-23,33.888888888888886,22.77777777777778,28.61111111111111,13.0,20.27777777777778,0.0,18.5,417.0,1930.0,0.0,0.0,29.189999999999998,29.86,2.3,13.5,4.0,61.0,913.0,
422,2009-06-24,34.166666666666664,23.333333333333336,28.888888888888886,14.0,20.0,0.0,19.0,417.0,1930.5,0.0,0.41000000000000003,29.185000000000002,29.86,2.0,22.5,5.05,59.0,913.5,TSRA BR
423,2009-06-25,34.166666666666664,24.166666666666664,29.444444444444443,14.0,20.27777777777778,0.0,20.0,417.0,1930.5,0.0,0.0025,29.115,29.785,2.1,29.0,4.75,58.0,913.5,
424,2009-06-26,30.0,21.38888888888889,25.833333333333336,7.0,15.833333333333332,0.0,13.5,418.0,1930.5,0.0,0.0,29.2,29.84,6.4,4.0,8.1,54.0,912.5,
425,2009-06-27,31.944444444444443,18.055555555555557,25.27777777777778,5.0,15.833333333333332,0.0,12.5,418.0,1930.5,0.0,0.175,29.14,29.810000000000002,5.55,21.5,6.9,56.0,912.5,RA TS
426,2009-06-28,28.333333333333332,19.444444444444443,24.166666666666664,4.0,11.666666666666666,0.0,10.5,419.0,1930.5,0.0,0.0,29.04,29.72,13.649999999999999,29.0,14.1,45.5,911.5,
427,2009-06-29,25.27777777777778,17.77777777777778,21.666666666666664,-1.0,12.222222222222221,0.0,6.0,419.0,1930.5,0.0,0.0,28.92,29.595,12.8,30.0,13.399999999999999,55.0,911.5,
428,2009-06-30,19.444444444444443,15.555555555555555,17.77777777777778,-9.0,11.666666666666666,1.0,0.0,419.5,1930.5,0.0,0.0,28.975,29.645,8.5,30.0,8.7,67.5,911.0,
429,2009-07-01,18.333333333333332,13.88888888888889,16.11111111111111,-11.0,11.666666666666666,4.0,0.0,420.0,1930.0,0.0,0.0125,29.1,29.765,7.3999999999999995,31.5,8.05,75.0,910.0,RA DZ BR
430,2009-07-02,22.77777777777778,15.277777777777779,19.166666666666664,-6.0,12.5,0.0,1.5,420.5,1930.0,0.0,0.0,29.285,29.945,7.050000000000001,31.0,8.2,65.0,909.5,
431,2009-07-03,26.11111111111111,16.944444444444443,21.666666666666668,-1.0,13.333333333333334,0.0,6.0,421.0,1930.0,0.0,0.0,29.384999999999998,30.055,1.5,18.0,6.15,59.0,909.0,
432,2009-07-04,20.555555555555557,16.11111111111111,18.333333333333336,-8.0,14.444444444444445,0.5,0.5,422.0,1929.5,0.0,0.16,29.285,29.985,2.6,13.5,4.25,78.0,907.5,RA FU BR
433,2009-07-05,27.5,15.0,21.38888888888889,-3.0,14.722222222222221,0.0,5.5,422.0,1929.5,0.0,0.04,29.225,29.91,0.5,35.0,2.5,66.0,907.5,BR RA HZ
434,2009-07-06,29.72222222222222,16.38888888888889,23.055555555555557,1.0,12.222222222222221,0.0,8.5,423.0,1929.0,0.0,0.0,29.17,29.85,5.85,30.5,6.65,50.5,906.0,
435,2009-07-07,24.72222222222222,16.666666666666664,20.833333333333336,-4.0,12.5,0.0,4.5,423.0,1929.0,0.0,0.0025,29.21,29.884999999999998,5.9,7.0,7.25,59.0,906.0,RA
436,2009-07-08,19.166666666666664,16.38888888888889,17.77777777777778,-10.0,13.055555555555557,1.0,0.0,424.0,1928.5,0.0,0.115,29.310000000000002,29.985,6.9,7.0,7.2,74.0,904.5,RA
437,2009-07-09,26.38888888888889,16.11111111111111,21.38888888888889,-4.0,14.166666666666668,0.0,5.5,425.0,1928.0,0.0,0.0,29.380000000000003,30.060000000000002,6.15,10.5,7.1,63.5,903.0,
438,2009-07-10,28.333333333333336,18.333333333333332,23.61111111111111,0.0,18.055555555555557,0.0,9.5,425.5,1928.0,0.0,0.1,29.375,30.049999999999997,4.0,21.0,4.75,71.0,902.5,RA HZ BR
439,2009-07-11,29.444444444444443,18.61111111111111,24.166666666666664,1.0,15.277777777777779,0.0,10.5,426.0,1927.0,0.0,0.685,29.365000000000002,30.03,5.35,30.0,7.3,57.5,901.0,BR TSRA HZ
440,2009-07-12,27.77777777777778,15.0,21.38888888888889,-3.0,10.277777777777779,0.0,5.5,427.0,1927.0,0.0,0.0,29.380000000000003,30.060000000000002,2.4,31.0,5.45,49.0,900.0,
441,2009-07-13,25.833333333333336,17.5,21.666666666666664,-3.0,8.333333333333334,0.0,6.0,428.0,1926.0,0.0,0.0,29.384999999999998,30.060000000000002,5.3,7.0,6.6,42.5,898.0,
442,2009-07-14,26.944444444444443,14.166666666666668,20.833333333333336,-5.0,10.0,0.0,4.5,428.5,1926.0,0.0,0.0,29.375,30.064999999999998,7.1,16.0,7.6,50.5,897.5,
443,2009-07-15,29.72222222222222,18.888888888888886,24.444444444444443,1.0,16.666666666666668,0.0,11.0,429.0,1925.0,0.0,0.5,29.205,29.89,10.0,24.5,13.100000000000001,62.0,896.0,RA TSRA BR
444,2009-07-16,27.22222222222222,18.055555555555557,22.77777777777778,-2.0,13.61111111111111,0.0,8.0,430.0,1924.5,0.0,0.08750000000000001,29.200000000000003,29.884999999999998,9.75,28.0,10.55,56.0,894.5,
445,2009-07-17,21.11111111111111,14.166666666666668,17.77777777777778,-10.0,10.833333333333332,1.0,0.0,431.0,1924.0,0.0,0.0025,29.18,29.865000000000002,10.35,29.5,10.600000000000001,64.0,893.0,RA
446,2009-07-18,22.5,14.166666666666668,18.61111111111111,-9.0,11.11111111111111,0.0,0.5,432.0,1923.0,0.0,0.0,29.335,30.005000000000003,7.35,31.5,7.6499999999999995,62.0,891.0,
447,2009-07-19,22.22222222222222,14.722222222222221,18.61111111111111,-10.0,11.38888888888889,0.5,1.0,433.0,1922.0,0.0,0.0,29.42,30.105,1.35,20.0,4.3,63.0,889.0,
448,2009-07-20,24.444444444444443,13.88888888888889,19.444444444444443,-8.0,13.055555555555557,0.0,2.0,433.5,1922.0,0.0,0.0,29.39,30.085,5.65,9.5,6.0,66.5,888.5,
449,2009-07-21,27.22222222222222,16.11111111111111,21.666666666666668,-5.0,13.61111111111111,0.0,6.0,434.0,1921.0,0.0,0.02,29.305,30.0,4.0,13.5,6.05,60.5,887.0,RA DZ
450,2009-07-22,25.833333333333336,18.055555555555557,22.22222222222222,-3.0,15.555555555555555,0.0,7.0,435.0,1920.0,0.0,0.0025,29.255000000000003,29.939999999999998,3.15,7.0,5.45,66.5,885.0,HZ BR
451,2009-07-23,26.944444444444443,16.944444444444443,21.944444444444443,-2.0,15.0,0.0,6.5,436.0,1919.0,0.0,0.05,29.235,29.92,2.15,16.5,5.5,64.5,883.0,HZ TS BR
452,2009-07-24,28.333333333333332,16.38888888888889,22.5,-2.0,15.277777777777779,0.0,7.5,437.0,1918.0,0.0,0.165,29.11,29.825,8.8,23.0,9.7,64.0,881.0,RA TSRA
453,2009-07-25,27.22222222222222,18.88888888888889,23.333333333333332,0.0,14.722222222222221,0.0,9.0,438.0,1917.0,0.0,0.0025,29.049999999999997,29.72,10.7,27.5,11.3,58.0,879.0,
454,2009-07-26,27.77777777777778,17.5,22.77777777777778,-1.0,14.722222222222221,0.0,8.0,439.0,1916.5,0.0,0.0025,29.155,29.810000000000002,8.55,29.0,9.0,60.5,877.5,RA
455,2009-07-27,28.88888888888889,18.333333333333336,23.61111111111111,0.0,16.11111111111111,0.0,9.5,440.0,1915.5,0.0,0.025,29.17,29.855,9.25,23.0,9.85,63.0,875.5,RA
456,2009-07-28,29.444444444444443,19.444444444444443,24.444444444444443,1.0,16.11111111111111,0.0,11.0,441.0,1914.5,0.0,0.01,29.104999999999997,29.775,6.45,28.0,7.85,60.0,873.5,RA
457,2009-07-29,26.666666666666664,17.77777777777778,22.5,-2.0,10.833333333333332,0.0,7.5,442.0,1913.5,0.0,0.0,29.16,29.83,4.0,19.0,7.1,48.0,871.5,
458,2009-07-30,26.38888888888889,16.666666666666664,21.666666666666668,-5.0,13.88888888888889,0.0,6.0,443.0,1912.5,0.0,0.005,29.174999999999997,29.845,4.65,23.5,5.9,61.5,869.5,
459,2009-07-31,27.5,15.555555555555557,21.666666666666664,-4.0,12.5,0.0,6.0,444.0,1911.5,0.0,0.0,29.259999999999998,29.93,6.050000000000001,26.5,7.0,56.0,867.5,
460,2009-08-01,23.88888888888889,16.666666666666664,20.27777777777778,-5.0,15.0,0.0,3.5,445.0,1910.0,0.0,0.0075,29.21,29.905,11.1,22.5,10.95,71.5,865.0,RA
461,2009-08-02,25.833333333333336,14.166666666666668,20.27777777777778,-5.0,10.833333333333332,0.0,3.5,446.0,1909.0,0.0,0.0,29.23,29.925,6.5,25.5,9.0,55.0,863.0,
462,2009-08-03,29.444444444444443,19.72222222222222,24.72222222222222,3.0,15.833333333333332,0.0,11.5,447.0,1908.0,0.0,0.065,29.135,29.814999999999998,11.6,21.0,11.850000000000001,58.0,861.0,RA
463,2009-08-04,29.72222222222222,20.0,25.0,3.0,16.666666666666664,0.0,12.0,448.0,1907.0,0.0,0.0,29.19,29.86,2.15,3.5,6.0,60.0,859.0,HZ BR
464,2009-08-05,26.11111111111111,17.5,21.944444444444443,-3.0,12.777777777777779,0.0,6.5,449.0,1905.5,0.0,0.0,29.369999999999997,30.04,3.3499999999999996,6.0,4.9,56.0,856.5,
465,2009-08-06,27.5,16.11111111111111,21.944444444444443,-2.0,10.555555555555555,0.0,6.5,450.0,1904.5,0.0,0.0,29.415,30.085,2.4,7.5,5.45,48.5,854.5,
466,2009-08-07,23.333333333333332,18.61111111111111,21.111111111111114,-4.0,15.0,0.0,5.0,451.0,1903.0,0.0,0.28,29.384999999999998,30.085,6.85,15.0,7.5,68.0,852.0,RA BR
467,2009-08-08,31.666666666666668,20.27777777777778,26.11111111111111,6.0,21.11111111111111,0.0,14.0,452.0,1902.0,0.0,0.05,29.23,29.92,12.55,21.0,13.2,74.0,850.0,RA TSRA BR
468,2009-08-09,33.05555555555556,25.0,29.166666666666664,11.0,21.944444444444443,0.0,19.5,453.0,1880.5,0.0,0.09999999999999999,29.259999999999998,29.93,11.35,23.0,12.600000000000001,65.0,847.5,
469,2009-08-10,29.72222222222222,21.38888888888889,25.833333333333336,5.0,18.61111111111111,0.0,13.5,454.0,1879.0,0.0,0.0,29.275,29.945,7.6000000000000005,26.0,8.05,64.0,845.0,
470,2009-08-11,27.5,17.5,22.5,-1.0,16.38888888888889,0.0,7.5,455.0,1858.0,0.0,0.0,29.33,29.990000000000002,6.199999999999999,2.0,8.35,68.0,843.0,
471,2009-08-12,28.055555555555557,16.38888888888889,22.5,-1.0,13.055555555555557,0.0,7.5,456.0,1856.5,0.0,0.0,29.415,30.08,4.6,4.5,6.45,55.0,840.5,
472,2009-08-13,30.0,16.38888888888889,23.333333333333336,0.0,12.777777777777779,0.0,9.0,457.0,1855.0,0.0,0.0,29.41,30.095,1.75,15.0,3.9,51.5,838.0,
473,2009-08-14,31.11111111111111,18.333333333333332,25.0,4.0,15.0,0.0,12.0,458.0,1854.0,0.0,0.0,29.41,30.09,5.85,21.0,6.1,54.0,836.0,
474,2009-08-15,31.666666666666668,20.27777777777778,26.111111111111114,6.0,16.11111111111111,0.0,14.0,459.0,1852.5,0.0,0.0,29.35,30.03,8.5,19.0,8.8,54.0,833.5,
475,2009-08-16,31.666666666666664,21.38888888888889,26.666666666666664,7.0,19.72222222222222,0.0,15.0,500.0,1851.0,0.0,0.45,29.305,29.979999999999997,9.4,20.5,10.149999999999999,66.0,831.0,RA TSRA
476,2009-08-17,28.333333333333332,21.38888888888889,25.0,5.0,20.0,0.0,12.0,501.0,1849.5,0.0,0.45999999999999996,29.310000000000002,29.990000000000002,4.85,22.0,6.65,74.0,828.5,RA TSRA BR
477,2009-08-18,28.61111111111111,18.61111111111111,23.61111111111111,2.0,15.555555555555555,0.0,9.5,502.0,1848.0,0.0,0.0,29.305,29.979999999999997,7.75,27.0,8.2,60.5,826.0,
478,2009-08-19,27.77777777777778,16.38888888888889,22.22222222222222,0.0,16.11111111111111,0.0,7.0,503.0,1846.5,0.0,0.48,29.115,29.825,5.800000000000001,16.0,8.45,68.0,823.5,RA TSRA BR
479,2009-08-20,25.833333333333336,17.77777777777778,21.944444444444443,0.0,16.11111111111111,0.0,6.5,504.0,1845.0,0.0,0.095,28.965,29.655,12.149999999999999,23.0,12.6,69.5,821.0,RA BR
480,2009-08-21,23.055555555555557,15.0,19.166666666666664,-5.0,14.444444444444445,0.0,1.5,505.0,1843.5,0.0,0.10500000000000001,29.1,29.75,8.9,27.0,11.95,74.0,818.5,RA
481,2009-08-22,20.27777777777778,14.166666666666668,17.5,-8.0,11.11111111111111,1.5,0.0,506.0,1842.0,0.0,0.0,29.335,29.994999999999997,8.6,18.5,9.9,66.0,816.0,
482,2009-08-23,23.055555555555557,13.88888888888889,18.61111111111111,-6.0,12.222222222222221,0.0,0.5,507.5,1840.5,0.0,0.0,29.41,30.085,3.1,3.5,7.0,66.5,813.0,
483,2009-08-24,26.11111111111111,13.055555555555555,19.72222222222222,-4.0,13.61111111111111,0.0,2.5,508.5,1839.0,0.0,0.0,29.439999999999998,30.125,4.4,21.0,5.4,68.0,810.5,
484,2009-08-25,28.055555555555557,15.555555555555555,21.944444444444443,1.0,16.11111111111111,0.0,6.5,510.0,1837.5,0.0,0.0,29.36,30.045,8.7,21.0,8.899999999999999,69.5,807.5,
485,2009-08-26,22.5,17.22222222222222,20.0,-2.0,17.22222222222222,0.0,3.0,511.0,1835.5,0.0,0.7350000000000001,29.39,30.075,4.55,2.0,7.55,84.0,804.5,RA BR
486,2009-08-27,19.444444444444443,16.38888888888889,18.055555555555557,-6.0,15.833333333333332,0.5,0.0,512.0,1834.0,0.0,1.0699999999999998,29.384999999999998,30.075,9.899999999999999,7.5,10.35,87.0,802.0,RA BR
487,2009-08-28,20.833333333333336,15.833333333333332,18.333333333333336,-6.0,16.11111111111111,0.5,0.5,513.0,1832.5,0.0,0.25,29.21,29.925,3.0,2.0,5.550000000000001,87.0,799.5,RA BR
488,2009-08-29,20.555555555555557,13.333333333333334,17.22222222222222,-7.0,10.833333333333332,2.0,0.0,514.0,1831.0,0.0,0.015,29.21,29.884999999999998,10.9,31.0,11.45,66.0,797.0,RA DZ BR
489,2009-08-30,18.88888888888889,10.555555555555555,15.0,-11.0,8.333333333333334,6.0,0.0,515.0,1829.5,0.0,0.0025,29.47,30.134999999999998,8.8,1.0,9.9,64.0,794.5,
490,2009-08-31,19.72222222222222,9.444444444444445,14.722222222222221,-10.0,6.666666666666667,6.5,0.0,516.0,1827.5,0.0,0.0,29.575000000000003,30.265,5.05,3.5,6.4,58.5,791.5,
491,2009-09-01,21.944444444444443,9.166666666666668,15.833333333333332,-8.0,8.88888888888889,4.5,0.0,517.0,1826.0,0.0,0.0,29.6,30.305,3.25,5.0,3.45,63.5,789.0,
492,2009-09-02,22.5,10.833333333333332,16.944444444444443,-6.0,10.277777777777779,2.5,0.0,518.0,1824.5,0.0,0.0,29.535,30.240000000000002,3.65,7.0,4.5,65.0,786.5,
493,2009-09-03,23.88888888888889,13.61111111111111,18.88888888888889,-2.0,12.5,0.0,1.0,519.0,1822.5,0.0,0.0,29.450000000000003,30.15,4.95,5.5,5.95,66.5,783.5,BR
494,2009-09-04,23.88888888888889,13.333333333333332,18.888888888888886,-3.0,12.5,0.0,1.0,520.0,1821.0,0.0,0.0,29.465,30.145,3.7,4.0,4.25,66.5,781.0,HZ BR
495,2009-09-05,25.555555555555557,13.055555555555555,19.444444444444443,-1.0,13.88888888888889,0.0,2.0,521.0,1819.5,0.0,0.0,29.515,30.200000000000003,4.75,5.0,5.55,70.5,778.5,HZ BR
496,2009-09-06,25.0,17.5,21.38888888888889,2.0,15.0,0.0,5.5,522.0,1817.5,0.0,0.017499999999999998,29.494999999999997,30.18,5.25,6.5,5.949999999999999,67.0,775.5,RA HZ BR
497,2009-09-07,25.0,16.11111111111111,20.555555555555557,1.0,15.0,0.0,4.0,523.0,1815.5,0.0,0.0,29.415,30.09,6.05,3.5,5.45,70.5,772.5,HZ BR
498,2009-09-08,25.555555555555557,16.11111111111111,20.833333333333336,3.0,16.11111111111111,0.0,4.5,524.0,1814.0,0.0,0.0,29.384999999999998,30.060000000000002,6.75,3.5,7.65,74.5,770.0,HZ BR
499,2009-09-09,25.27777777777778,19.166666666666664,22.5,6.0,17.22222222222222,0.0,7.5,525.0,1812.5,0.0,0.0,29.445,30.130000000000003,6.449999999999999,6.5,7.050000000000001,72.0,767.5,HZ BR
500,2009-09-10,26.944444444444443,18.055555555555557,22.77777777777778,7.0,16.666666666666668,0.0,8.0,526.0,1810.5,0.0,0.0,29.509999999999998,30.185000000000002,6.3,6.5,7.05,68.0,764.5,HZ BR
501,2009-09-11,26.111111111111114,16.944444444444443,21.666666666666668,6.0,15.0,0.0,6.0,527.0,1809.0,0.0,0.0,29.465,30.16,5.75,7.5,6.15,66.0,762.0,BR
502,2009-09-12,25.833333333333336,15.277777777777779,20.833333333333336,4.0,15.833333333333332,0.0,4.5,528.0,1807.5,0.0,0.0,29.439999999999998,30.130000000000003,3.45,4.5,4.65,73.0,759.5,FG FG+ BR
503,2009-09-13,26.38888888888889,14.166666666666668,20.27777777777778,4.0,12.5,0.0,3.5,529.0,1805.5,0.0,0.005,29.42,30.115000000000002,2.0,7.0,3.6,61.0,756.5,MIFG FG+ BR
504,2009-09-14,28.88888888888889,14.722222222222221,21.944444444444443,7.0,13.055555555555557,0.0,6.5,530.0,1803.5,0.0,0.0,29.369999999999997,30.060000000000002,0.6000000000000001,23.0,2.4000000000000004,57.0,753.5,
505,2009-09-15,28.055555555555557,17.5,22.77777777777778,9.0,14.722222222222221,0.0,8.0,531.0,1802.0,0.0,0.0,29.384999999999998,30.060000000000002,6.0,2.0,7.25,60.5,751.0,
506,2009-09-16,21.944444444444443,15.833333333333334,18.888888888888886,1.0,12.222222222222221,0.0,1.0,532.0,1759.5,0.0,0.0,29.515,30.189999999999998,11.75,5.5,12.4,65.5,747.5,
507,2009-09-17,21.944444444444443,11.11111111111111,16.666666666666664,-3.0,10.833333333333332,3.0,0.0,533.0,1757.5,0.0,0.0,29.48,30.175,3.95,6.5,4.800000000000001,68.5,744.5,
508,2009-09-18,26.11111111111111,10.555555555555555,18.61111111111111,1.0,12.777777777777779,0.0,0.5,534.5,1755.5,0.0,0.0,29.490000000000002,30.175,5.199999999999999,2.5,6.550000000000001,69.0,741.0,BR
509,2009-09-19,24.166666666666664,13.61111111111111,19.166666666666664,3.0,12.777777777777779,0.0,1.5,535.5,1754.5,0.0,0.0,29.509999999999998,30.205,3.8000000000000003,10.0,5.85,66.5,739.0,
510,2009-09-20,22.22222222222222,12.222222222222221,17.5,2.0,13.333333333333334,1.5,0.0,536.5,1752.5,0.0,0.595,29.310000000000002,30.03,6.15,7.5,7.6,76.5,736.0,RA DZ BR
511,2009-09-21,20.0,16.38888888888889,18.333333333333336,2.0,15.277777777777779,0.5,0.5,537.5,1750.5,0.0,0.005,29.285,29.975,3.55,23.0,5.05,82.5,733.0,BR DZ HZ
512,2009-09-22,24.72222222222222,16.11111111111111,20.555555555555557,6.0,18.333333333333332,0.0,4.0,538.5,1748.5,0.0,0.02,29.310000000000002,29.975,5.2,17.5,7.5,87.0,730.0,RA HZ BR
513,2009-09-23,24.444444444444443,16.666666666666668,20.555555555555557,8.0,16.944444444444443,0.0,4.0,539.5,1747.5,0.0,0.0,29.445,30.115000000000002,0.7,31.5,4.35,79.5,728.0,BR
514,2009-09-24,22.22222222222222,17.77777777777778,20.27777777777778,8.0,16.944444444444443,0.0,3.5,540.5,1745.5,0.0,0.0,29.465,30.155,4.199999999999999,6.5,4.550000000000001,81.0,725.0,BR
515,2009-09-25,21.11111111111111,15.555555555555555,18.333333333333332,4.0,13.88888888888889,0.0,0.0,541.5,1743.5,0.0,0.09,29.415,30.115000000000002,5.4,11.0,6.8,75.0,722.0,RA DZ BR
516,2009-09-26,19.72222222222222,13.055555555555557,16.38888888888889,2.0,13.333333333333334,3.5,0.0,542.5,1742.0,0.0,0.0025,29.18,29.905,3.95,26.5,4.6,82.5,719.5,BR
517,2009-09-27,23.333333333333332,10.833333333333332,17.22222222222222,2.0,11.666666666666666,2.0,0.0,544.0,1740.5,0.0,0.27999999999999997,28.875,29.59,7.8999999999999995,22.5,10.2,69.5,716.5,RA FG FG+ TSRA BR
518,2009-09-28,16.944444444444443,9.722222222222221,13.61111111111111,-3.0,5.555555555555555,8.5,0.0,545.0,1738.5,0.0,0.0075,28.945,29.61,20.05,28.5,20.45,58.0,713.5,RA
519,2009-09-29,15.0,8.88888888888889,11.944444444444443,-5.0,5.555555555555555,11.5,0.0,546.0,1736.5,0.0,0.0025,29.310000000000002,29.96,8.7,33.0,10.25,65.0,710.5,DZ
520,2009-09-30,16.38888888888889,8.88888888888889,12.777777777777779,-4.0,5.0,10.0,0.0,547.0,1735.0,0.0,0.0,29.415,30.105,5.25,3.0,6.9,59.0,708.0,
521,2009-10-01,15.0,5.833333333333334,10.555555555555555,-8.0,7.777777777777778,14.0,0.0,548.0,1733.5,0.0,0.74,29.155,29.9,8.95,13.0,9.1,83.0,705.5,RA TSRA BR
522,2009-10-02,13.333333333333334,8.61111111111111,11.11111111111111,-6.0,7.777777777777778,13.0,0.0,549.0,1731.5,0.0,0.19,28.835,29.555,10.25,21.5,11.8,80.0,702.5,RA DZ BR
523,2009-10-03,14.166666666666668,8.333333333333334,11.38888888888889,-5.0,8.333333333333334,12.5,0.0,550.0,1729.5,0.0,0.07,29.049999999999997,29.705,8.15,26.0,8.600000000000001,81.5,699.5,RA DZ BR
524,2009-10-04,15.833333333333332,7.222222222222222,11.666666666666666,-4.0,5.833333333333333,12.0,0.0,551.5,1728.5,0.0,0.0025,29.310000000000002,29.985,8.95,27.5,9.25,67.5,697.0,
525,2009-10-05,16.38888888888889,5.833333333333333,11.38888888888889,-4.0,5.555555555555555,12.5,0.0,552.5,1726.5,0.0,0.0,29.32,30.035,2.35,8.5,4.95,67.5,694.0,
